,product_id,quantity
35586,48823,67
35577,45938,67
35558,45930,67
35560,45311,67
35583,44961,67
35587,44397,67
35578,43988,67
35571,40961,67
35554,38248,67
35557,37462,67
35568,37193,67
35584,33080,67
35553,31394,67
35582,31087,67
35561,30320,67
35566,29112,67
35574,26981,67
35580,26410,67
35573,25986,67
35570,25584,67
35564,22754,67
35576,18460,67
35562,17867,67
35579,15976,67
35563,15622,67
35572,15349,67
35565,14853,67
35556,14366,67
35555,13660,67
35575,10500,67
35569,8516,67
35581,7930,67
35567,7252,67
35559,6567,67
35588,1330,67
35589,1185,67
35542,49217,66
35551,49095,66
35526,48007,66
35531,44636,66
35524,43945,66
35501,42431,66
35540,41777,66
35527,40836,66
35505,40342,66
35536,39863,66
35517,39678,66
35512,38609,66
35522,38063,66
35525,38033,66
35544,37511,66
35530,36130,66
35549,36126,66
35543,34927,66
35515,34230,66
35537,34044,66
35521,33682,66
35519,32585,66
35528,32519,66
35534,30918,66
35509,27639,66
35547,27093,66
35545,26736,66
35520,24749,66
35538,24372,66
35552,22767,66
35548,22228,66
35510,19836,66
35516,18168,66
35508,17847,66
35513,17622,66
35529,16896,66
35506,16350,66
35532,15143,66
35539,15008,66
35533,14576,66
35507,13280,66
35511,11937,66
35523,10049,66
35503,9199,66
35546,8575,66
35550,6991,66
35535,3819,66
35541,2745,66
35504,2050,66
35514,1749,66
35518,649,66
35502,165,66
35482,48894,65
35475,47196,65
35483,44625,65
35481,42887,65
35476,42117,65
35498,41890,65
35492,41057,65
35489,40826,65
35461,40311,65
35468,40054,65
35462,39649,65
35477,37508,65
35456,36758,65
35484,36646,65
35452,35871,65
35471,35263,65
35464,33370,65
35479,32935,65
35494,30855,65
35487,29544,65
35466,29117,65
35488,28083,65
35491,25825,65
35470,25132,65
35453,22831,65
35460,22667,65
35486,21198,65
35485,21100,65
35490,18286,65
35478,16864,65
35463,16837,65
35472,12863,65
35474,12271,65
35465,11837,65
35495,7863,65
35454,7147,65
35500,7090,65
35497,6734,65
35473,6414,65
35499,5971,65
35469,5499,65
35455,5303,65
35493,4790,65
35457,4447,65
35459,2809,65
35496,2780,65
35467,2311,65
35480,325,65
35458,226,65
35447,49667,64
35446,48784,64
35450,47862,64
35441,47683,64
35414,47500,64
35411,47242,64
35407,46361,64
35433,45544,64
35443,45356,64
35438,45264,64
35439,44536,64
35413,44167,64
35417,43632,64
35424,43073,64
35432,41808,64
35423,41594,64
35435,38205,64
35431,37774,64
35434,37208,64
35418,34229,64
35426,34224,64
35428,33705,64
35405,31596,64
35437,30707,64
35451,30584,64
35420,29344,64
35408,29091,64
35421,28635,64
35409,28380,64
35406,25817,64
35427,24571,64
35404,23085,64
35422,22476,64
35419,21567,64
35410,18095,64
35429,17631,64
35448,14739,64
35416,13679,64
35412,13287,64
35425,13014,64
35430,12044,64
35449,11983,64
35436,10321,64
35445,10315,64
35444,9913,64
35440,8224,64
35442,5445,64
35415,2229,64
35356,49424,63
35390,49374,63
35367,48925,63
35400,48123,63
35364,46341,63
35389,46229,63
35385,46194,63
35396,44372,63
35384,41480,63
35355,35731,63
35388,32265,63
35397,31955,63
35353,31701,63
35395,31275,63
35393,31196,63
35391,31075,63
35374,31073,63
35399,30257,63
35380,29925,63
35394,28824,63
35354,27850,63
35373,26861,63
35378,25704,63
35366,25144,63
35377,23313,63
35361,22255,63
35358,21479,63
35379,21096,63
35387,20382,63
35369,18070,63
35359,16131,63
35372,14364,63
35357,13654,63
35375,13525,63
35382,11421,63
35363,10880,63
35383,10685,63
35376,9360,63
35352,9071,63
35401,8854,63
35370,8197,63
35398,7911,63
35371,4986,63
35392,3951,63
35360,3469,63
35386,2781,63
35368,2512,63
35402,2371,63
35381,2275,63
35403,1443,63
35351,940,63
35362,877,63
35365,261,63
35320,46703,62
35322,45683,62
35310,44413,62
35336,44293,62
35318,44053,62
35341,43886,62
35330,42913,62
35319,41716,62
35349,39225,62
35303,38844,62
35346,38672,62
35344,37388,62
35338,36714,62
35314,36360,62
35327,35968,62
35334,35845,62
35347,35003,62
35321,34690,62
35304,34450,62
35328,32387,62
35315,31391,62
35325,30036,62
35317,29744,62
35348,28715,62
35339,27510,62
35324,26459,62
35350,24985,62
35337,23805,62
35312,20406,62
35332,17830,62
35323,17819,62
35331,14444,62
35333,12748,62
35326,12333,62
35307,11073,62
35306,10565,62
35343,10036,62
35316,8732,62
35305,7837,62
35335,7753,62
35340,5475,62
35329,5206,62
35309,3390,62
35311,3330,62
35308,3044,62
35345,3039,62
35313,972,62
35342,941,62
35273,48645,61
35282,46811,61
35274,46031,61
35279,45961,61
35277,40646,61
35271,40449,61
35286,38553,61
35289,38504,61
35268,37458,61
35298,37436,61
35295,36227,61
35278,33125,61
35261,31970,61
35281,31378,61
35297,30777,61
35275,30759,61
35288,29672,61
35264,26152,61
35296,26133,61
35280,25854,61
35267,25489,61
35285,19155,61
35302,18376,61
35270,18281,61
35301,17518,61
35293,17038,61
35284,15891,61
35265,15740,61
35294,15366,61
35262,14862,61
35290,14464,61
35287,13948,61
35266,11563,61
35269,8920,61
35263,8339,61
35291,7641,61
35300,7026,61
35299,5770,61
35272,4429,61
35283,3627,61
35276,2663,61
35292,2245,61
35212,49354,60
35246,49326,60
35233,47329,60
35245,46738,60
35251,46665,60
35236,45037,60
35240,42964,60
35218,42598,60
35242,41920,60
35213,41557,60
35216,39462,60
35224,38726,60
35203,36857,60
35239,34343,60
35241,34254,60
35217,33897,60
35253,33664,60
35258,32955,60
35252,32950,60
35234,32781,60
35221,32020,60
35220,31865,60
35204,31387,60
35248,31334,60
35256,30588,60
35202,30287,60
35229,28155,60
35210,27045,60
35231,26848,60
35209,25965,60
35228,25010,60
35206,24425,60
35205,23115,60
35250,22908,60
35225,22290,60
35235,22206,60
35255,20697,60
35254,20380,60
35259,19627,60
35238,19382,60
35237,18566,60
35230,16710,60
35249,16277,60
35257,15655,60
35207,14074,60
35243,13997,60
35208,13440,60
35219,13251,60
35260,13097,60
35214,12945,60
35215,11891,60
35201,10580,60
35211,8436,60
35247,6962,60
35223,5744,60
35222,2573,60
35200,2552,60
35244,2435,60
35232,2102,60
35226,2024,60
35227,1774,60
35191,48130,59
35172,46513,59
35170,45004,59
35198,44926,59
35155,44815,59
35165,43248,59
35167,42518,59
35147,42013,59
35174,41534,59
35190,41437,59
35196,40236,59
35140,39954,59
35152,37792,59
35178,37203,59
35171,37120,59
35187,36849,59
35168,36412,59
35149,35425,59
35164,34190,59
35141,33847,59
35153,33560,59
35151,33249,59
35169,33168,59
35144,31772,59
35173,30142,59
35182,29660,59
35186,29398,59
35194,27555,59
35162,26769,59
35163,26486,59
35180,25552,59
35166,25237,59
35160,23282,59
35145,21183,59
35156,21115,59
35189,20828,59
35197,20791,59
35158,20014,59
35161,19977,59
35199,19448,59
35183,17206,59
35185,15503,59
35195,14223,59
35192,13230,59
35181,12339,59
35176,12193,59
35137,11497,59
35179,10388,59
35188,9829,59
35177,9444,59
35136,9270,59
35146,9154,59
35139,9075,59
35157,8382,59
35150,8203,59
35184,8092,59
35142,6692,59
35159,2416,59
35193,2265,59
35143,2164,59
35138,1824,59
35154,1712,59
35175,1440,59
35148,63,59
35096,49319,58
35116,49128,58
35097,48366,58
35118,48116,58
35093,47211,58
35119,45054,58
35109,44953,58
35106,44870,58
35125,44666,58
35091,43647,58
35134,43638,58
35095,42796,58
35135,42629,58
35124,41972,58
35100,40777,58
35123,40467,58
35131,39495,58
35122,35784,58
35094,34986,58
35129,34640,58
35087,32971,58
35104,32869,58
35126,32277,58
35121,30764,58
35133,30121,58
35085,29142,58
35102,26738,58
35114,26521,58
35127,26431,58
35117,26364,58
35086,23646,58
35130,22234,58
35132,21603,58
35092,20691,58
35089,19097,58
35120,16715,58
35090,15969,58
35101,15164,58
35084,14645,58
35103,13643,58
35098,12674,58
35128,11786,58
35108,11384,58
35088,11374,58
35107,10551,58
35099,9458,58
35105,8385,58
35110,6598,58
35113,6244,58
35112,4288,58
35115,1062,58
35111,246,58
35064,49318,57
35078,48800,57
35055,48442,57
35042,48415,57
35072,46823,57
35065,46058,57
35063,45177,57
35075,43465,57
35043,43338,57
35062,38593,57
35080,38531,57
35071,36961,57
35052,35622,57
35074,34739,57
35033,34355,57
35038,33746,57
35047,33672,57
35076,33623,57
35059,32854,57
35044,32239,57
35070,31577,57
35081,31467,57
35049,31181,57
35037,29826,57
35035,29627,57
35045,28656,57
35068,27294,57
35032,25506,57
35046,23835,57
35056,23204,57
35079,22425,57
35082,22008,57
35048,21999,57
35054,19322,57
35060,18765,57
35069,18105,57
35050,17988,57
35051,16840,57
35058,16793,57
35061,16518,57
35036,15412,57
35034,14486,57
35057,12039,57
35083,10248,57
35077,9641,57
35041,9224,57
35073,9038,57
35053,8076,57
35039,7955,57
35067,5886,57
35040,5386,57
35066,3724,57
34973,48023,56
34993,45771,56
35020,45303,56
35025,43421,56
34974,42824,56
34975,42659,56
34998,42380,56
34991,42345,56
35015,42078,56
35028,41549,56
35009,40632,56
34986,40603,56
34977,40417,56
35008,40279,56
34961,39977,56
35021,39557,56
34990,38684,56
34983,37238,56
34984,36848,56
35002,36551,56
34959,35883,56
34987,35213,56
35006,35166,56
35022,34660,56
35030,33772,56
35000,33489,56
34979,31654,56
35024,31022,56
34996,29315,56
35014,29256,56
35003,27642,56
35026,26900,56
34967,26889,56
35004,26309,56
34989,26278,56
35027,25300,56
35001,25108,56
35031,24701,56
34966,24492,56
34980,24288,56
35013,24179,56
34960,23952,56
34963,23333,56
35010,22548,56
35005,22400,56
34981,22276,56
34969,22069,56
35018,21868,56
34976,21737,56
34962,21387,56
35023,20985,56
35011,19875,56
35012,19611,56
35017,19436,56
34968,18829,56
34964,18502,56
34965,18444,56
34972,17160,56
34971,16959,56
35029,16816,56
34970,16489,56
34997,14612,56
34988,13269,56
34992,13231,56
35019,13062,56
35016,12975,56
34994,12118,56
34995,10892,56
34978,10602,56
35007,9551,56
34982,8693,56
34999,1787,56
34985,554,56
34919,49544,55
34932,49451,55
34918,49363,55
34890,47940,55
34949,47740,55
34915,47546,55
34910,47409,55
34913,46992,55
34950,46541,55
34917,46413,55
34952,45416,55
34931,45194,55
34899,44461,55
34903,44389,55
34941,44329,55
34926,43556,55
34909,42958,55
34905,42347,55
34898,42016,55
34956,41277,55
34907,41006,55
34914,38357,55
34922,36170,55
34897,33245,55
34906,32227,55
34958,31355,55
34896,30975,55
34892,30839,55
34893,30336,55
34946,30064,55
34938,29894,55
34911,29734,55
34954,29691,55
34940,29244,55
34939,27267,55
34948,26118,55
34957,24908,55
34953,24129,55
34902,23848,55
34912,23785,55
34923,23360,55
34945,23054,55
34936,21380,55
34925,21243,55
34955,20674,55
34928,18805,55
34924,18792,55
34944,18677,55
34943,17555,55
34921,17468,55
34927,16384,55
34895,15892,55
34937,14872,55
34894,14573,55
34916,12743,55
34929,11926,55
34947,10737,55
34900,9725,55
34891,9531,55
34930,8668,55
34908,7677,55
34901,7349,55
34904,7051,55
34935,5970,55
34934,5259,55
34933,5128,55
34920,4913,55
34951,4698,55
34942,2081,55
34853,49007,54
34833,48885,54
34823,48795,54
34829,43210,54
34821,42680,54
34886,40408,54
34875,39871,54
34880,38608,54
34870,37262,54
34862,36869,54
34855,36253,54
34841,36058,54
34881,35378,54
34849,34956,54
34872,34380,54
34826,34013,54
34868,33873,54
34837,33674,54
34840,33454,54
34834,33257,54
34861,33135,54
34852,32029,54
34864,31374,54
34859,31238,54
34876,30016,54
34879,29079,54
34858,28613,54
34825,28432,54
34850,28358,54
34860,27240,54
34827,24973,54
34844,24816,54
34885,23783,54
34835,23601,54
34847,22520,54
34887,22169,54
34857,21681,54
34877,20906,54
34845,20693,54
34878,20577,54
34883,20542,54
34869,19535,54
34867,18243,54
34866,17678,54
34838,15672,54
34873,15226,54
34888,14519,54
34842,14372,54
34836,14277,54
34832,14096,54
34831,13627,54
34851,12820,54
34846,12771,54
34871,10978,54
34889,10862,54
34828,10709,54
34856,10054,54
34884,9864,54
34824,9521,54
34848,9106,54
34863,7860,54
34822,7606,54
34865,7509,54
34820,6891,54
34830,6377,54
34854,6328,54
34839,5989,54
34874,5496,54
34843,3664,54
34882,2658,54
34747,49079,53
34752,48802,53
34809,46372,53
34762,46167,53
34814,46087,53
34819,45741,53
34775,44697,53
34750,44257,53
34797,42551,53
34769,42392,53
34815,42030,53
34808,41709,53
34811,40691,53
34779,40203,53
34805,39450,53
34763,39035,53
34771,38948,53
34803,38881,53
34757,38311,53
34804,37634,53
34778,36872,53
34773,36552,53
34785,36165,53
34789,35923,53
34783,35055,53
34787,34786,53
34812,33756,53
34801,32197,53
34759,29034,53
34754,28527,53
34748,28459,53
34768,25930,53
34764,25861,53
34744,24499,53
34794,24120,53
34756,23234,53
34806,21948,53
34745,21678,53
34790,21653,53
34813,21057,53
34786,21051,53
34784,20920,53
34760,20042,53
34816,20021,53
34751,18747,53
34791,18660,53
34761,15618,53
34749,15455,53
34799,15130,53
34792,14951,53
34793,14401,53
34755,13255,53
34766,13187,53
34753,13093,53
34796,12875,53
34817,12720,53
34798,12597,53
34802,12211,53
34772,11821,53
34818,11577,53
34810,11492,53
34746,11488,53
34774,8707,53
34770,7914,53
34758,7854,53
34777,7681,53
34767,7615,53
34776,7206,53
34795,5132,53
34781,3740,53
34780,3061,53
34800,2954,53
34765,2426,53
34807,2113,53
34788,2103,53
34782,895,53
34677,49488,52
34725,48667,52
34721,47621,52
34688,47380,52
34693,46812,52
34717,45916,52
34691,45819,52
34737,45036,52
34689,43892,52
34692,42383,52
34715,41966,52
34736,41714,52
34675,41039,52
34723,40542,52
34666,40459,52
34740,39861,52
34685,39099,52
34730,38750,52
34732,37173,52
34722,36878,52
34701,36766,52
34724,36764,52
34714,36274,52
34668,35992,52
34733,35619,52
34711,35306,52
34741,35068,52
34667,34991,52
34672,34047,52
34719,33231,52
34680,32611,52
34727,32175,52
34674,31533,52
34695,31444,52
34683,30700,52
34699,30011,52
34739,29752,52
34696,29669,52
34718,29432,52
34671,29126,52
34697,28464,52
34712,26587,52
34735,25832,52
34687,24204,52
34743,24117,52
34742,23362,52
34704,23011,52
34708,21953,52
34698,20255,52
34731,19575,52
34702,18487,52
34720,18379,52
34713,17836,52
34726,17333,52
34690,17317,52
34707,16556,52
34694,16539,52
34706,16033,52
34705,15273,52
34738,15042,52
34673,14575,52
34728,14437,52
34700,14118,52
34681,13080,52
34670,12679,52
34734,12583,52
34665,10851,52
34676,10568,52
34684,9098,52
34686,8381,52
34678,8072,52
34679,6825,52
34710,6265,52
34669,5248,52
34682,4952,52
34716,3431,52
34709,2593,52
34729,1747,52
34703,625,52
34605,49518,51
34663,48486,51
34598,48453,51
34646,47163,51
34607,47034,51
34651,46853,51
34629,45221,51
34628,44786,51
34661,43857,51
34645,42397,51
34586,41556,51
34650,40974,51
34625,40825,51
34630,40256,51
34609,40028,51
34606,38303,51
34613,38289,51
34637,37836,51
34647,37722,51
34641,36914,51
34585,35440,51
34649,34430,51
34623,33745,51
34619,33720,51
34636,33709,51
34631,33590,51
34658,32877,51
34622,32201,51
34653,32115,51
34610,32033,51
34593,31423,51
34657,31225,51
34627,30675,51
34592,29204,51
34621,29139,51
34594,28968,51
34616,28016,51
34591,27767,51
34639,27388,51
34584,26221,51
34642,25379,51
34662,24549,51
34635,23959,51
34589,23348,51
34652,23198,51
34640,21982,51
34654,20720,51
34614,20479,51
34611,20280,51
34644,19612,51
34634,19202,51
34664,18840,51
34618,17769,51
34655,17744,51
34587,17352,51
34620,17168,51
34626,17157,51
34602,16824,51
34659,16528,51
34588,14627,51
34624,14050,51
34656,12785,51
34615,12686,51
34638,12250,51
34597,11909,51
34643,11075,51
34603,10279,51
34600,10212,51
34632,9681,51
34660,9137,51
34590,8073,51
34599,6765,51
34608,6686,51
34648,5353,51
34596,5098,51
34595,4731,51
34601,4713,51
34617,4329,51
34604,3874,51
34612,1804,51
34633,1618,51
34519,49281,50
34509,48666,50
34560,48577,50
34581,47815,50
34544,47258,50
34508,45951,50
34545,45448,50
34570,45321,50
34543,45246,50
34567,45045,50
34578,44146,50
34553,43891,50
34572,43488,50
34551,43115,50
34528,43100,50
34518,43070,50
34531,42706,50
34552,42252,50
34565,42075,50
34575,41272,50
34534,40216,50
34540,39194,50
34507,35522,50
34554,35395,50
34550,35363,50
34527,35188,50
34539,34622,50
34583,34350,50
34514,33462,50
34517,32927,50
34532,32707,50
34563,31660,50
34564,30407,50
34533,30307,50
34555,29473,50
34515,27945,50
34549,27941,50
34547,27055,50
34556,26922,50
34562,26510,50
34561,25610,50
34541,25266,50
34569,24721,50
34557,23965,50
34559,23060,50
34566,21996,50
34580,21194,50
34546,20904,50
34568,20502,50
34571,19982,50
34548,17720,50
34512,16683,50
34511,14927,50
34582,14732,50
34530,14240,50
34574,14005,50
34520,13911,50
34516,12125,50
34526,12107,50
34510,11499,50
34537,10337,50
34577,7139,50
34535,6649,50
34558,6606,50
34525,6139,50
34523,6137,50
34576,5488,50
34579,5487,50
34521,4614,50
34529,3651,50
34536,3283,50
34513,2750,50
34522,2708,50
34524,2646,50
34573,1464,50
34538,820,50
34542,228,50
34464,49082,49
34478,48634,49
34439,48071,49
34504,47783,49
34498,46916,49
34472,46870,49
34497,46166,49
34477,45862,49
34486,45009,49
34463,44596,49
34491,43821,49
34468,42423,49
34473,42318,49
34471,40278,49
34445,39349,49
34440,38734,49
34502,38465,49
34455,38228,49
34493,36557,49
34499,35352,49
34483,34519,49
34448,34282,49
34490,34281,49
34461,33796,49
34487,32645,49
34485,31714,49
34441,30191,49
34438,29740,49
34496,29471,49
34442,29326,49
34457,29153,49
34503,27783,49
34449,27061,49
34456,26429,49
34475,26138,49
34466,25527,49
34451,25472,49
34479,24768,49
34458,21683,49
34492,19862,49
34474,19182,49
34489,18503,49
34465,18201,49
34454,17304,49
34443,17170,49
34488,17033,49
34481,16607,49
34476,16273,49
34505,15895,49
34506,15429,49
34467,13636,49
34500,13457,49
34450,13385,49
34470,11154,49
34495,10172,49
34469,9605,49
34462,9426,49
34482,9122,49
34480,7825,49
34494,7539,49
34501,7398,49
34452,6689,49
34444,5636,49
34459,4392,49
34460,4162,49
34447,3861,49
34446,1631,49
34484,1076,49
34453,93,49
34361,49248,48
34374,48357,48
34385,47804,48
34408,46558,48
34394,45687,48
34436,45282,48
34434,45113,48
34391,44614,48
34365,44410,48
34395,43888,48
34430,42556,48
34420,41970,48
34435,41651,48
34381,41387,48
34422,40821,48
34404,40568,48
34414,39799,48
34417,39428,48
34366,39301,48
34387,39170,48
34427,38341,48
34429,37795,48
34376,37611,48
34375,37355,48
34386,36574,48
34411,36443,48
34415,36266,48
34410,35956,48
34393,35819,48
34380,35512,48
34413,34166,48
34382,33026,48
34409,32677,48
34389,32163,48
34379,30088,48
34423,29616,48
34370,29071,48
34356,27706,48
34432,26911,48
34358,26250,48
34400,26216,48
34428,25893,48
34396,23929,48
34367,22238,48
34371,21330,48
34368,20564,48
34398,20460,48
34377,20126,48
34357,19910,48
34359,18359,48
34407,18071,48
34416,17896,48
34431,17730,48
34426,17131,48
34360,16987,48
34372,16611,48
34424,16213,48
34401,15396,48
34421,15294,48
34383,15123,48
34378,14861,48
34388,14133,48
34364,13554,48
34362,13510,48
34418,13338,48
34402,12896,48
34399,12302,48
34363,12254,48
34405,11984,48
34412,11776,48
34419,8228,48
34390,7314,48
34433,6474,48
34392,5653,48
34397,5388,48
34425,5223,48
34437,4091,48
34403,3787,48
34384,3473,48
34406,3145,48
34373,1616,48
34369,1405,48
34267,49060,47
34286,48620,47
34275,48476,47
34313,48309,47
34289,46984,47
34346,46448,47
34318,46359,47
34285,45815,47
34292,45254,47
34325,45204,47
34343,45158,47
34305,44100,47
34341,42606,47
34355,42447,47
34316,42208,47
34353,42093,47
34345,40815,47
34272,40725,47
34309,40600,47
34300,40334,47
34340,40316,47
34327,39280,47
34297,37553,47
34322,37213,47
34324,36689,47
34344,36639,47
34338,36342,47
34323,35467,47
34314,34574,47
34307,34428,47
34333,34356,47
34278,33736,47
34337,33100,47
34310,31997,47
34280,30830,47
34348,30558,47
34349,30506,47
34331,30274,47
34311,28790,47
34293,28782,47
34330,27395,47
34328,25976,47
34284,25839,47
34315,25435,47
34281,24680,47
34336,24583,47
34270,23977,47
34288,23148,47
34339,22627,47
34299,21447,47
34271,21392,47
34304,21158,47
34347,21108,47
34303,20120,47
34321,19948,47
34352,19151,47
34335,19084,47
34294,15364,47
34282,14976,47
34320,13951,47
34273,13603,47
34287,13388,47
34306,12667,47
34291,12196,47
34308,12000,47
34298,11212,47
34326,10732,47
34302,10460,47
34350,10421,47
34277,10181,47
34274,9604,47
34295,8637,47
34296,6889,47
34342,6719,47
34334,6585,47
34329,5933,47
34351,5713,47
34279,5649,47
34319,4332,47
34269,3593,47
34301,3579,47
34276,3539,47
34332,3213,47
34290,3040,47
34354,2643,47
34317,2151,47
34312,1176,47
34268,1099,47
34283,294,47
34226,49680,46
34225,48706,46
34257,48637,46
34192,48568,46
34232,46306,46
34209,45488,46
34206,44585,46
34242,44193,46
34195,43951,46
34211,43194,46
34265,42224,46
34230,41591,46
34236,41376,46
34190,39945,46
34193,39469,46
34219,39037,46
34266,38817,46
34216,36650,46
34205,36183,46
34227,35894,46
34220,35838,46
34258,35600,46
34233,35584,46
34217,35223,46
34221,34943,46
34203,34310,46
34253,34222,46
34250,33098,46
34239,32989,46
34212,31846,46
34259,31478,46
34240,29027,46
34223,28454,46
34262,28449,46
34244,28398,46
34246,27437,46
34199,26314,46
34241,25947,46
34228,25246,46
34256,25069,46
34194,23139,46
34204,21701,46
34245,21641,46
34207,20153,46
34263,16825,46
34261,16609,46
34202,16490,46
34235,16198,46
34234,15887,46
34255,15803,46
34222,15767,46
34229,14726,46
34208,13920,46
34213,13591,46
34197,13085,46
34237,12115,46
34264,11249,46
34210,9430,46
34243,8192,46
34251,7669,46
34200,7407,46
34215,7391,46
34238,7146,46
34231,6985,46
34214,6813,46
34254,6522,46
34247,5911,46
34248,5086,46
34249,5011,46
34252,4844,46
34196,3721,46
34218,3480,46
34198,1498,46
34224,1347,46
34191,1197,46
34260,519,46
34201,273,46
34122,48790,45
34126,48348,45
34138,48255,45
34168,47809,45
34181,47044,45
34177,46515,45
34135,45188,45
34123,44904,45
34178,44097,45
34173,42992,45
34158,41363,45
34154,38797,45
34118,37993,45
34137,37520,45
34174,37247,45
34153,37188,45
34176,36913,45
34180,34300,45
34170,34004,45
34136,33342,45
34141,31764,45
34145,31662,45
34164,31608,45
34148,30884,45
34139,30486,45
34125,30461,45
34131,30227,45
34187,29116,45
34171,27470,45
34183,26280,45
34188,23081,45
34133,22782,45
34149,22624,45
34127,22372,45
34160,22309,45
34124,22307,45
34167,22159,45
34120,22149,45
34150,22062,45
34143,20957,45
34151,20943,45
34165,20191,45
34128,19871,45
34155,19087,45
34186,18128,45
34142,18094,45
34147,17592,45
34182,17562,45
34172,15712,45
34134,15510,45
34159,15285,45
34166,15175,45
34179,14979,45
34117,13822,45
34163,13548,45
34169,11985,45
34162,11447,45
34175,10478,45
34185,10424,45
34129,9743,45
34146,5393,45
34189,5038,45
34184,4376,45
34121,4261,45
34144,3847,45
34132,3836,45
34130,3126,45
34161,2983,45
34119,2726,45
34140,2305,45
34152,1969,45
34157,1377,45
34156,1039,45
34066,48907,44
34095,47875,44
34078,47668,44
34115,47537,44
34057,46697,44
34092,45748,44
34037,45638,44
34086,45234,44
34053,45154,44
34105,45143,44
34101,44925,44
34088,44152,44
34079,43957,44
34061,42241,44
34091,41870,44
34085,41720,44
34064,41390,44
34048,40208,44
34031,39623,44
34065,39228,44
34042,38679,44
34082,38480,44
34051,38395,44
34074,38322,44
34103,38264,44
34039,38236,44
34072,37455,44
34033,36810,44
34084,35815,44
34094,35669,44
34067,35184,44
34069,35000,44
34047,34483,44
34036,33984,44
34040,33234,44
34114,31134,44
34093,30529,44
34050,30505,44
34111,29824,44
34100,29820,44
34083,28670,44
34059,28221,44
34080,27696,44
34097,27122,44
34044,27090,44
34112,26939,44
34089,26728,44
34060,26586,44
34068,25896,44
34075,24928,44
34063,24320,44
34116,24114,44
34077,23712,44
34110,23431,44
34113,23216,44
34087,22497,44
34108,21810,44
34046,20977,44
34073,20285,44
34043,18109,44
34070,17976,44
34038,15999,44
34107,14668,44
34109,14563,44
34054,13108,44
34062,12953,44
34102,11308,44
34049,10866,44
34104,10607,44
34055,9637,44
34034,9397,44
34071,8866,44
34096,8587,44
34076,7808,44
34035,6552,44
34106,5710,44
34058,5708,44
34032,4577,44
34090,4232,44
34099,2923,44
34052,2425,44
34045,2210,44
34081,1970,44
34041,1200,44
34098,928,44
34056,184,44
33981,49284,43
33987,49112,43
34002,49072,43
34028,48805,43
33979,48341,43
34014,47180,43
34011,47025,43
33992,46484,43
33957,46476,43
34016,46056,43
33963,44943,43
34000,42294,43
33951,42091,43
34009,41338,43
34018,39721,43
33954,38113,43
34023,37752,43
33977,37385,43
33973,37192,43
33959,37104,43
33961,36866,43
34003,35413,43
34004,35364,43
34030,35333,43
34021,33919,43
34010,33862,43
33990,33719,43
33982,33465,43
33975,31395,43
34012,30753,43
34027,30718,43
34029,30678,43
33976,29509,43
34005,29474,43
33991,29176,43
33988,28080,43
33989,27964,43
34006,27847,43
33971,27714,43
33998,27239,43
33944,27065,43
33958,25879,43
33970,25422,43
33945,24615,43
34007,23347,43
33974,22024,43
34001,20723,43
33968,20536,43
33949,20073,43
33993,19385,43
33960,18542,43
33948,18413,43
34013,18102,43
33962,17986,43
33980,17281,43
34015,16223,43
34008,15551,43
34022,15404,43
33946,13708,43
33966,13219,43
33985,12807,43
33964,11992,43
33999,11790,43
33996,11097,43
33967,10351,43
33986,9517,43
34017,9385,43
33972,8186,43
33953,7778,43
34019,7484,43
34025,7401,43
33995,7158,43
34026,6410,43
33956,5757,43
33994,5484,43
33947,5144,43
33950,5103,43
33969,4846,43
33984,4136,43
33983,3996,43
33978,3776,43
33965,3732,43
34020,2374,43
33997,2064,43
33952,2038,43
33955,742,43
34024,671,43
33874,49640,42
33906,48487,42
33864,48199,42
33940,48058,42
33852,47842,42
33891,47403,42
33837,46620,42
33869,45918,42
33941,45906,42
33890,45854,42
33900,45596,42
33867,44670,42
33878,44277,42
33931,43428,42
33855,42743,42
33930,42667,42
33888,42028,42
33899,41058,42
33911,40770,42
33882,40634,42
33854,40621,42
33856,39512,42
33938,38997,42
33903,38249,42
33908,37917,42
33862,36676,42
33887,36326,42
33851,36258,42
33859,36046,42
33880,35328,42
33921,34533,42
33924,32570,42
33885,31886,42
33845,31513,42
33875,31495,42
33933,30623,42
33920,30007,42
33932,29935,42
33872,29598,42
33923,29545,42
33877,28920,42
33907,28916,42
33873,28826,42
33905,28122,42
33857,27829,42
33902,27608,42
33914,27407,42
33844,27292,42
33897,27033,42
33863,26839,42
33865,26689,42
33860,26395,42
33904,26252,42
33943,26168,42
33858,26030,42
33840,24458,42
33838,23953,42
33841,23919,42
33925,23822,42
33936,23385,42
33889,23363,42
33842,22640,42
33879,22619,42
33876,22416,42
33848,22308,42
33935,22198,42
33871,20638,42
33896,20244,42
33886,18725,42
33913,17993,42
33850,17303,42
33922,16568,42
33910,16508,42
33918,15567,42
33881,15483,42
33870,14929,42
33915,14032,42
33917,13496,42
33868,13370,42
33916,13064,42
33853,12385,42
33893,12068,42
33895,12058,42
33898,11087,42
33847,10863,42
33883,10734,42
33928,10699,42
33839,10453,42
33926,10112,42
33927,7648,42
33866,6999,42
33901,6795,42
33909,6651,42
33912,6061,42
33942,6015,42
33919,5537,42
33884,5189,42
33843,4927,42
33937,4564,42
33861,2822,42
33894,2322,42
33929,1862,42
33846,1094,42
33934,952,42
33892,644,42
33939,405,42
33849,121,42
